업종명,인허가일자,업소명,소재지도로명주소,소재지지번주소,영업장면적,건물내부면적,건물외부면적,업소소재지전화,업태명
휴게음식점,2021-10-21,달보드레,"서울특별시 강서구 까치산로 191, 신남빌딩 1층 (화곡동)",서울특별시 강서구 화곡동 1114-22 신남빌딩 1층 ,66,66,0,02-1111-1111,커피숍
휴게음식점,2021-10-25,Merry-go-round 메리고라운드,"서울특별시 강서구 등촌로13다길 32-19, 1층 (화곡동)",서울특별시 강서구 화곡동 825-1 1층 ,23,23,0,02-1111-1111,커피숍
휴게음식점,2021-10-26,해머스미스커피 마곡아이파크점,"서울특별시 강서구 마곡중앙8로 90, 마곡아이파크 1층 118호 (마곡동)",서울특별시 강서구 마곡동 795-2 마곡아이파크 1층 118호,39.85,39.85,0,02-1111-1111,커피숍
휴게음식점,2021-10-26,카페오즈,"서울특별시 강서구 마곡중앙6로 45, 리더스퀘어마곡 1층 106호 (마곡동)",서울특별시 강서구 마곡동 772-5 리더스퀘어마곡 1층 106호,43.65,43.65,0,02-1111-1111,커피숍
휴게음식점,2021-11-01,크로플덕 오리아가씨,"서울특별시 강서구 화곡로24길 60, 102호 (화곡동)",서울특별시 강서구 화곡동 379-5 102호,40.69,40.69,0,02-1111-1111,커피숍
휴게음식점,2021-11-03,아이캔커피 마곡점,"서울특별시 강서구 강서로56길 56, 1층 101,102호 (등촌동, 메종드남광)","서울특별시 강서구 등촌동 671-5 메종드남광 101,102호 ",54.15,54.15,0,02-1111-1111,커피숍
휴게음식점,2021-11-03,투썸플레이스 강서등촌한빛점,"서울특별시 강서구 공항대로45길 33, 한빛어반뉴스토리 1~2층 101호 (등촌동)",서울특별시 강서구 등촌동 656-37 한빛어반뉴스토리 1~2층 101호 ,164.24,164.24,0,  02-2088-8781,커피숍
휴게음식점,2021-11-05,카페 오소,"서울특별시 강서구 월정로 128, 1층 (화곡동)",서울특별시 강서구 화곡동 357-45 1층 ,78,78,0,02-1111-1111,커피숍
휴게음식점,2021-11-08,카페 마르멜로,"서울특별시 강서구 곰달래로25길 37, 1층 (화곡동)",서울특별시 강서구 화곡동 341-7 1층 ,63.44,63.44,0,02-1111-1111,커피숍
휴게음식점,2021-11-08,커피 내음,"서울특별시 강서구 곰달래로 225, 1층 104호 (화곡동)",서울특별시 강서구 화곡동 837-10 1층 104호,27.2,27.2,0,02-1111-1111,커피숍
휴게음식점,2021-11-09,차오르다,"서울특별시 강서구 강서로54길 11, 가동 2층 (등촌동)",서울특별시 강서구 등촌동 674-2 2층 가동 ,66,66,0,02-1111-1111,커피숍
휴게음식점,2021-11-15,슬로프커피,"서울특별시 강서구 화곡로68길 149, 1층 101호 (등촌동, DongNam II)",서울특별시 강서구 등촌동 631-17 DongNam II 101호,27.02,27.02,0,02-1111-1111,커피숍
휴게음식점,2021-11-16,카페로이,"서울특별시 강서구 금낭화로 20, 호암빌딩 1층 102호 (방화동)",서울특별시 강서구 방화동 598-144 호암빌딩 1층 102호,43.5,43.5,0, 070-7018-2052,커피숍
휴게음식점,2021-11-19,더 카페 마곡점,"서울특별시 강서구 공항대로 212, 문영 퀸즈파크11차 1층 101호 (마곡동)",서울특별시 강서구 마곡동 800-1 문영 퀸즈파크11차 1층 101호,52.88,52.88,0,  02-6373-4374,커피숍
휴게음식점,2021-11-24,Mark 마크,"서울특별시 강서구 화곡로26가길 32, 1층 (화곡동)",서울특별시 강서구 화곡동 1074-2 1층 ,81,81,0,02-1111-1111,커피숍
휴게음식점,2021-11-29,텐퍼센트 스페셜티 커피 화곡역점,"서울특별시 강서구 강서로 161, 1층 101호 (화곡동)",서울특별시 강서구 화곡동 1075-12 1층 101호,39.21,39.21,0,02-1111-1111,커피숍
휴게음식점,2021-11-30,커피에 꽃을 담다,"서울특별시 강서구 마곡동로 161, 서울식물원 방문자센터 1층 (마곡동)",서울특별시 강서구 마곡동 812 서울식물원 방문자센터 1층 ,150,150,0,02-1111-1111,커피숍
휴게음식점,2021-11-30,메가엠지씨커피 강서세무서점,"서울특별시 강서구 공항대로 103, 판매시설2동 1층 104호 (마곡동, 마곡 엠밸리 9단지)",서울특별시 강서구 마곡동 744 마곡 엠밸리 9단지 판매시설2동 104호 ,83.92,83.92,0,  02-2661-1042,커피숍
휴게음식점,2021-11-30,스타벅스 내발산점,"서울특별시 강서구 강서로 323, 1층 101,102호 (내발산동)","서울특별시 강서구 내발산동 668 101,102호 ",239.13,239.13,0,02-1111-1111,커피숍
휴게음식점,2021-12-01,빈날,"서울특별시 강서구 양천로26길 107, 1층 102호 (마곡동)",서울특별시 강서구 마곡동 222-11 1층 102호,20,20,0,02-1111-1111,커피숍
휴게음식점,2021-12-02,카페 에프오(CAFE F5),"서울특별시 강서구 공항대로 212, 문영 퀸즈파크11차 1층 119호 (마곡동)",서울특별시 강서구 마곡동 800-1 문영 퀸즈파크11차 1층 119호,31.94,31.94,0,02-1111-1111,커피숍
휴게음식점,2021-12-06,행복한 푸드,"서울특별시 강서구 곰달래로 177, 1층 (화곡동)",서울특별시 강서구 화곡동 872-17 1층 ,24,24,0,02-1111-1111,커피숍
휴게음식점,2021-12-10,망원동 티라미슈,"서울특별시 강서구 공항대로 190, 푸리마타워 1층 111호 (마곡동)",서울특별시 강서구 마곡동 799-2 푸리마타워 1층 111호,36.19,36.19,0, 070-8299-1284,커피숍
휴게음식점,2021-12-13,커피사피엔스 발산점,"서울특별시 강서구 마곡중앙8로5길 11, 마곡파인스퀘어Ⅲ 1층 111호 (마곡동)",서울특별시 강서구 마곡동 791-5 마곡파인스퀘어Ⅲ 1층 111호,34.66,34.66,0,  02-3663-6979,커피숍
휴게음식점,2021-12-14,카페인풀,"서울특별시 강서구 마곡중앙로 165, 프라이빗타워타워1차 1층 104호 (마곡동)",서울특별시 강서구 마곡동 757-5 프라이빗타워타워1차 1층 104호,49.6,49.6,0,02-1111-1111,커피숍
휴게음식점,2021-12-20,OCAD(오캐드),"서울특별시 강서구 공항대로55길 14, 1층 (등촌동)",서울특별시 강서구 등촌동 645-9 1층 ,45,45,0,  02-3664-7179,커피숍
휴게음식점,2021-12-30,공차 우장산역점,"서울특별시 강서구 강서로 259, 우장산역엠버리움빌딩 1층 104호 (내발산동)",서울특별시 강서구 내발산동 723-2 우장산역엠버리움빌딩 104호,73.54,73.54,0,  02-2065-0507,커피숍
휴게음식점,2022-01-03,원스 어 데이,"서울특별시 강서구 까치산로 170-1, 1층 1호 (화곡동)",서울특별시 강서구 화곡동 1132 1층 1호,29.7,29.7,0,02-1111-1111,커피숍
휴게음식점,2022-01-04,메가엠지씨커피 방화중앙점,"서울특별시 강서구 방화동로 102, 1층 (방화동)",서울특별시 강서구 방화동 249-8 1층 ,82.5,82.5,0,  02-2666-2818,커피숍
휴게음식점,2022-01-05,카페게이트 마곡류마타워점,"서울특별시 강서구 공항대로 164, 류마타워 1층 114호 (마곡동)",서울특별시 강서구 마곡동 798-2 류마타워 1층 114호,34.17,34.17,0,  02-2665-7275,커피숍
휴게음식점,2022-01-05,매니앜,"서울특별시 강서구 양천로 344, 마곡센트럴대방디엠시티오피스텔 1층 148-1호 (마곡동)",서울특별시 강서구 마곡동 776-2 마곡센트럴대방디엠시티오피스텔 1층 148-1호,43.6,43.6,0,02-1111-1111,커피숍
휴게음식점,2022-01-07,플랜 마곡점,"서울특별시 강서구 공항대로 219, 센테니아 1층 119호 (마곡동)",서울특별시 강서구 마곡동 774-3 센테니아 1층 119호,46.25,46.25,0,02-1111-1111,커피숍
휴게음식점,2022-01-07,백억커피 본점,"서울특별시 강서구 강서로16길 32, 화창빌딩 103호 (화곡동)",서울특별시 강서구 화곡동 341-16 화창빌딩 103호,33,33,0, 070-8801-2390,커피숍
휴게음식점,2022-01-10,하삼동커피 마곡나루역점,"서울특별시 강서구 마곡중앙로 161-11, 힐스테이트에코마곡나루역라마다앙코르서울 1층 A-119호 (마곡동)",서울특별시 강서구 마곡동 760-1 힐스테이트에코마곡나루역라마다앙코르서울    1층 A-119호,33.02,33.02,0,02-1111-1111,커피숍
휴게음식점,2022-01-11,이공커피 화곡점,"서울특별시 강서구 등촌로5길 8, 1층 (화곡동)",서울특별시 강서구 화곡동 775-11 1층 우측점포 맨끝 ,23.14,23.14,0,02-1111-1111,커피숍
휴게음식점,2022-01-12,스마일스푼 등촌점,"서울특별시 강서구 화곡로66길 142, 1층 (등촌동)",서울특별시 강서구 등촌동 644-1 1층 ,30,30,0, 070-7869-7428,커피숍
휴게음식점,2022-01-17,커피101스트릿(등촌본점),"서울특별시 강서구 화곡로66길 76, 1층 (등촌동)",서울특별시 강서구 등촌동 641-3 1층 ,138,138,0, 070-4123-3862,커피숍
휴게음식점,2022-01-19,달아달아,"서울특별시 강서구 강서로7길 35, 시온빌딩 1층 (화곡동)",서울특별시 강서구 화곡동 901-15 시온빌딩 1층 ,24.32,24.32,0,  02-2690-7999,커피숍
휴게음식점,2022-01-21,커피쿡 발산역점,"서울특별시 강서구 강서로56가길 35, 에이치투아이앤티빌딩 1층 (등촌동)",서울특별시 강서구 등촌동 678-5 에이치투아이앤티빌딩 1층 ,98.97,98.97,0,02-1111-1111,커피숍
휴게음식점,2022-01-24,제이디공방,"서울특별시 강서구 곰달래로47길 19, 1층 103호 (화곡동)",서울특별시 강서구 화곡동 834-1 1층 103호,34.14,34.14,0,02-1111-1111,커피숍
휴게음식점,2022-01-25,메가엠지씨커피 화곡중앙시장점,"서울특별시 강서구 가로공원로76길 73, 1층 (화곡동)",서울특별시 강서구 화곡동 362-86 1층 ,69.4,69.4,0,  02-2608-3222,커피숍
휴게음식점,2022-01-26,카페게이트 강서염창점,"서울특별시 강서구 양천로 696, 1층 102호 (염창동)",서울특별시 강서구 염창동 264-10 1층 102호,29.72,29.72,0,02-1111-1111,커피숍
휴게음식점,2022-01-27,마이니모(minymoe),"서울특별시 강서구 양천로66길 6, 1층 105호 (등촌동, 삼성한사랑1차아파트)",서울특별시 강서구 등촌동 632-4 삼성한사랑1차아파트 1층 105호,44.37,44.37,0,  02-3661-2001,커피숍
휴게음식점,2022-01-28,RGB COFFEE,"서울특별시 강서구 마곡중앙로 59-17, 류마타워Ⅱ 1층 112호 (마곡동)",서울특별시 강서구 마곡동 798-6 류마타워Ⅱ ,34.56,34.56,0,02-1111-1111,커피숍
휴게음식점,2022-02-04,카페인중독마곡점,"서울특별시 강서구 마곡중앙6로 16, 마곡지엠지타워 1층 122호 (마곡동)",서울특별시 강서구 마곡동 773-2 마곡지엠지타워 1층 122호,30.99,30.99,0,02-1111-1111,커피숍
휴게음식점,2022-02-11,커피사피엔스 등촌 데시앙플렉스점,"서울특별시 강서구 양천로 424, 가양역 데시앙플렉스 지식산업센터 1층 126호 (등촌동)",서울특별시 강서구 등촌동 14-7 가양역 데시앙플렉스 지식산업센터 126호,45.36,45.36,0,02-1111-1111,커피숍
휴게음식점,2022-02-14,한담,"서울특별시 강서구 양천로 251, 마곡레포츠센터, 마곡실내배트민턴장 1층 (마곡동)","서울특별시 강서구 마곡동 56-22 마곡레포츠센터, 마곡실내배트민턴장 ",92.78,92.78,0,02-1111-1111,커피숍
휴게음식점,2022-02-16,아브릴 Avril,"서울특별시 강서구 마곡서로 175, 407동 지1층  B103호 (마곡동, 마곡엠밸리4단지)",서울특별시 강서구 마곡동 738 마곡엠밸리4단지 407동 B103호,54.68,54.68,0,02-1111-1111,커피숍
휴게음식점,2022-02-17,엘리케이커,"서울특별시 강서구 마곡중앙5로 6, 마곡나루역보타닉푸르지오시티 지1층 B143호 (마곡동)",서울특별시 강서구 마곡동 760 마곡나루역보타닉푸르지오시티 B143호,10,10,0,02-1111-1111,커피숍
휴게음식점,2022-02-18,발도스(방화역점),"서울특별시 강서구 금낭화로 145, 에어뷰21-1오피스텔 1층 119호 (방화동)",서울특별시 강서구 방화동 829-5 에어뷰21-1오피스텔 119호,19.75,19.75,0,02-1111-1111,커피숍
휴게음식점,2022-02-18,카카두카페,"서울특별시 강서구 마곡동로 161, 서울식물원 1층 (마곡동)",서울특별시 강서구 마곡동 812 서울식물원 1층 ,184,184,0,02-1111-1111,커피숍
휴게음식점,2022-02-21,국민우유집 마곡나루점,"서울특별시 강서구 마곡중앙5로1길 20, 마곡나루역보타닉비즈타워 1층 109호 (마곡동)",서울특별시 강서구 마곡동 757-3 마곡나루역보타닉비즈타워 109호,37.44,37.44,0, 070-7720-2002,커피숍
휴게음식점,2022-02-23,현이담,"서울특별시 강서구 공항대로 206, 나인스퀘어 5층 503호 (마곡동)",서울특별시 강서구 마곡동 800 나인스퀘어 5층 503호,19.89,19.89,0,02-1111-1111,커피숍
휴게음식점,2022-02-28,백억커피 발산점,"서울특별시 강서구 강서로 348, 상가1동 1층 102-6호 (내발산동, 우장산힐스테이트)",서울특별시 강서구 내발산동 657 우장산힐스테이트 상가1동 102-6호,22,22,0,02-1111-1111,커피숍
휴게음식점,2022-03-03,엘리쿠키,"서울특별시 강서구 마곡중앙2로 35, 이너매스마곡Ⅱ 4층 422호 (마곡동)",서울특별시 강서구 마곡동 800-15 이너매스마곡Ⅱ 4층 422호,15,15,0,02-1111-1111,커피숍
휴게음식점,2022-03-04,로지에떼,"서울특별시 강서구 마곡중앙로 161-1, 마곡나루역캐슬파크 2층 214호 (마곡동)",서울특별시 강서구 마곡동 760-2 마곡나루역캐슬파크 214호,31.19,31.19,0,02-1111-1111,커피숍
휴게음식점,2022-03-07,하르당,"서울특별시 강서구 강서로 64, 1층 (화곡동)",서울특별시 강서구 화곡동 340-47 1층 ,28,28,0,02-1111-1111,커피숍
휴게음식점,2022-03-07,손만동제과,"서울특별시 강서구 공항대로 220, 우성에스비타워Ⅱ 1층 108호 (마곡동)",서울특별시 강서구 마곡동 800-3 우성에스비타워Ⅱ 108호,22.74,22.74,0,  02-2601-2001,커피숍
휴게음식점,2022-03-15,데니스커피 마곡점,"서울특별시 강서구 강서로 405, 우성르보아 1층 108호 (마곡동)",서울특별시 강서구 마곡동 793-6 우성르보아 108호,35.28,35.28,0,02-1111-1111,커피숍
휴게음식점,2022-03-16,투썸플레이스 강서등촌3동점,"서울특별시 강서구 공항대로41길 34, 플러스존 1층 102호 (등촌동)",서울특별시 강서구 등촌동 700 플러스존 102호,191.34,191.34,0,02-1111-1111,커피숍
휴게음식점,2022-03-16,아메리칸트레일러 이대서울병원점,"서울특별시 강서구 공항대로 260, 이화의대부속서울병원 지하1층 (마곡동)",서울특별시 강서구 마곡동 808 이화의대부속서울병원 ,18.48,18.48,0, 031- 925-9505,커피숍
휴게음식점,2022-03-17,스타벅스 마곡웰튼점,"서울특별시 강서구 마곡중앙5로 22, 1층 104,105,106호 (마곡동)","서울특별시 강서구 마곡동 759-2 1층 104,105,106호 ",239.57,239.57,0,    02-1522-3232,커피숍
휴게음식점,2022-03-23,코너213 corner213,"서울특별시 강서구 공항대로 213, 보타닉파크타워2 1층 110호 (마곡동)",서울특별시 강서구 마곡동 774-2 보타닉파크타워2 110호,38.61,38.61,0,02-1111-1111,커피숍
휴게음식점,2022-03-24,매머드익스프레스 개화산역점,"서울특별시 강서구 양천로 19, 라테라스 1층 101호 (방화동)",서울특별시 강서구 방화동 498-4 라테라스 101호,45.58,45.58,0, 070-7543-5705,커피숍
휴게음식점,2022-03-24,그릭다,"서울특별시 강서구 마곡중앙로 161-22, 마곡일성트루엘플래닛 1층 107호 (마곡동)",서울특별시 강서구 마곡동 758-2 마곡일성트루엘플래닛 107호,33.71,33.71,0,02-1111-1111,커피숍
휴게음식점,2022-03-29,더벤티 공항시장역점,"서울특별시 강서구 공항대로3길 38, 가동 1층 103호 (공항동)",서울특별시 강서구 공항동 22-56 가동 103호,31.15,31.15,0,  02-2664-5849,커피숍
휴게음식점,2022-03-29,카페 라스팔마스,"서울특별시 강서구 마곡중앙4로 22, 파인스퀘어 B동 1층 103호 (마곡동)",서울특별시 강서구 마곡동 799-11 파인스퀘어 B동 103호,46.41,46.41,0,02-1111-1111,커피숍
휴게음식점,2022-03-29,디바이드바이커피(DIVIDE BY COFFEE),"서울특별시 강서구 마곡중앙8로5길 63, 1층 113호 (마곡동)",서울특별시 강서구 마곡동 782 1층 113호,34.82,34.82,0,02-1111-1111,커피숍
휴게음식점,2022-03-29,봉명동내커피 마곡점,"서울특별시 강서구 마곡동로10길 23, 마곡파크뷰대방디엠시티오피스텔 1층 114호 (마곡동)",서울특별시 강서구 마곡동 776 마곡파크뷰대방디엠시티오피스텔 114호,32.47,32.47,0,  02-3665-5288,커피숍
휴게음식점,2022-03-30,Hello There(헬로우 데어),"서울특별시 강서구 마곡중앙4로 22, 파인스퀘어 B동 1층 119호 (마곡동)",서울특별시 강서구 마곡동 799-11 파인스퀘어 B동 119호,45.15,45.15,0,02-1111-1111,커피숍
휴게음식점,2022-04-01,LATTE YOU(라떼유),"서울특별시 강서구 공항대로59길 22, 1층 (등촌동)",서울특별시 강서구 등촌동 647-37 1층 ,29,29,0,02-1111-1111,커피숍
휴게음식점,2022-04-01,밀림,"서울특별시 강서구 등촌로 213, 1층 (등촌동)",서울특별시 강서구 등촌동 510-13 1층 ,33.05,33.05,0,02-1111-1111,커피숍
휴게음식점,2022-04-01,Brotzeit(브로트짜이트),"서울특별시 강서구 곰달래로49길 95, 1층 (화곡동)",서울특별시 강서구 화곡동 463-27 1층 ,30,30,0,02-1111-1111,커피숍
휴게음식점,2022-04-06,공차 마곡역점,"서울특별시 강서구 공항대로 168, 747 1층 107호 (마곡동)",서울특별시 강서구 마곡동 798-3 747 1층 107호,55.38,55.38,0,  02-2662-3028,커피숍
휴게음식점,2022-04-08,어나더사이드,"서울특별시 강서구 강서로 318, 1층 (내발산동)",서울특별시 강서구 내발산동 677 1층 ,390.31,390.31,0,02-1111-1111,커피숍
휴게음식점,2022-04-11,KEEP GOING (킵고카페),"서울특별시 강서구 강서로17가길 46, 상가동 1층 102,103호 (화곡동, 중앙하이츠아파트)","서울특별시 강서구 화곡동 351-89 중앙하이츠아파트 1층 102,103호 상가동 ",29.14,29.14,0,  02-6080-0078,커피숍
휴게음식점,2022-04-14,과당,"서울특별시 강서구 강서로8길 166-8, 1층 102호 (화곡동, 지디로뷰)",서울특별시 강서구 화곡동 846-38 지디로뷰 102호,29.82,29.82,0,02-1111-1111,커피숍
휴게음식점,2022-04-18,GGUDDA 꾸따,"서울특별시 강서구 양천로30길 76, 길성빌딩 1층 (방화동)",서울특별시 강서구 방화동 198-5 길성빌딩 ,49.58,49.58,0,02-1111-1111,커피숍
휴게음식점,2022-04-20,움라우트 카페,"서울특별시 강서구 강서로33가길 52, 1층 (화곡동)",서울특별시 강서구 화곡동 1032-4 1층 ,84.9,84.9,0,  02-6015-4689,커피숍
휴게음식점,2022-04-22,주다카롱(judacaron),"서울특별시 강서구 마곡중앙4로 22, 파인스퀘어 B동 1층 113호 (마곡동)",서울특별시 강서구 마곡동 799-11 파인스퀘어 B동 113호,46.25,46.25,0,02-1111-1111,커피숍
휴게음식점,2022-04-22,진심커피 마곡우성점,"서울특별시 강서구 공항대로 220, 우성에스비타워Ⅱ 1층 112호 (마곡동)",서울특별시 강서구 마곡동 800-3 우성에스비타워Ⅱ 1층 112호,38.15,38.15,0,02-1111-1111,커피숍
휴게음식점,2022-04-27,크로플 아일랜드,"서울특별시 강서구 방화대로37길 35, 상가동 1층 1호 (방화동, 마곡현대1차아파트)",서울특별시 강서구 방화동 794 마곡현대1차아파트 1층 상가동 1호,18.8,18.8,0,02-1111-1111,커피숍
휴게음식점,2022-04-28,컴포즈커피 목동사거리점,"서울특별시 강서구 등촌로5길 2, 1층 102호 (화곡동)",서울특별시 강서구 화곡동 775-8 1층 102호,42.18,42.18,0,02-1111-1111,커피숍
휴게음식점,2022-04-28,베트남 쌍둥이 커피,"서울특별시 강서구 공항대로4길 16, 1층 102호 (공항동)",서울특별시 강서구 공항동 42-15 102호,33.09,33.09,0,02-1111-1111,커피숍
휴게음식점,2022-05-02,CAFE OZ(카페오즈),"서울특별시 강서구 강서로 178, 1층 (화곡동)",서울특별시 강서구 화곡동 1052-9 1층 ,82.5,82.5,0,02-1111-1111,커피숍
휴게음식점,2022-05-02,제제커피 마곡나루점,"서울특별시 강서구 마곡중앙5로 18, 메이플레이스 빌딩 1층 판매6호 (마곡동)",서울특별시 강서구 마곡동 759-5 메이플레이스 빌딩 1층 판매6호,40.34,40.34,0,02-1111-1111,커피숍
휴게음식점,2022-05-02,달쥬과일상점 마곡31호점,"서울특별시 강서구 마곡중앙2로 35, 이너매스마곡Ⅱ 1층 123호 (마곡동)",서울특별시 강서구 마곡동 800-15 이너매스마곡Ⅱ 123호,35.19,35.19,0,  02-6953-1030,커피숍
휴게음식점,2022-05-04,그릿 시냇가,"서울특별시 강서구 까치산로15길 6, 1층 (화곡동)",서울특별시 강서구 화곡동 29-177 1층 ,23,23,0,02-1111-1111,커피숍
휴게음식점,2022-05-09,블루샥 마곡중앙점,"서울특별시 강서구 마곡중앙6로 21, 이너매스마곡Ⅰ 1층 107호 (마곡동)",서울특별시 강서구 마곡동 771-4 이너매스마곡Ⅰ 107호,45.6,45.6,0,02-1111-1111,커피숍
휴게음식점,2022-05-09,카페 다정,"서울특별시 강서구 등촌로39바길 22, 무지개하우스 1층 101호 (등촌동)",서울특별시 강서구 등촌동 522-36 무지개하우스 1층 101호,48.55,48.55,0,02-1111-1111,커피숍
휴게음식점,2022-05-11,플러스82 마곡점,"서울특별시 강서구 마곡중앙6로 16, 마곡지엠지타워 1층 130호 (마곡동)",서울특별시 강서구 마곡동 773-2 마곡지엠지타워 130호,66.45,66.45,0,02-1111-1111,커피숍
휴게음식점,2022-05-13,아이키친 마곡점,"서울특별시 강서구 마곡중앙로 59-21, 에이스타워Ⅱ 3층 323,324호 (마곡동)","서울특별시 강서구 마곡동 798-5 에이스타워Ⅱ 3층 323,324호",80.66,80.66,0,02-1111-1111,커피숍
휴게음식점,2022-05-16,친구떡볶이카페,"서울특별시 강서구 마곡중앙로 161-17, 보타닉파크타워Ⅰ 1층 115호 (마곡동)",서울특별시 강서구 마곡동 759-3 보타닉파크타워Ⅰ 115호,37.29,37.29,0,02-1111-1111,커피숍
휴게음식점,2022-05-16,예루커피컴퍼니,"서울특별시 강서구 마곡중앙6로 21, 이너매스마곡Ⅰ 1층 105호 (마곡동)",서울특별시 강서구 마곡동 771-4 이너매스마곡Ⅰ 105호,45.6,45.6,0,02-1111-1111,커피숍
휴게음식점,2022-05-24,피커 PICKER,"서울특별시 강서구 마곡동로3길 26, 랑데르2 1층 112호 (마곡동)",서울특별시 강서구 마곡동 774-5 랑데르2 112호,23.47,23.47,0,02-1111-1111,커피숍
휴게음식점,2022-05-24,리플레이버(RE:FLAVOR),"서울특별시 강서구 화곡로26가길 64, 1층 101호 (화곡동)",서울특별시 강서구 화곡동 1073-36 101호,37,37,0,02-1111-1111,커피숍
휴게음식점,2022-05-24,야르르,"서울특별시 강서구 공항대로 228, 1층 117호 (마곡동)",서울특별시 강서구 마곡동 800-5 117호,41.8,41.8,0,02-1111-1111,커피숍
휴게음식점,2022-05-26,팔공티 화곡아따이점,"서울특별시 강서구 화곡로34길 23, 1층 101호 (화곡동, 명주캐슬)",서울특별시 강서구 화곡동 61-9 명주캐슬 101호,25.83,25.83,0,02-1111-1111,커피숍
휴게음식점,2022-05-30,커피사피엔스 염창 한강G트리타워점,"서울특별시 강서구 양천로 738, 1층 106호 (염창동)",서울특별시 강서구 염창동 261-4 한강G트리타워 1층 106호,32.9,32.9,0,02-1111-1111,커피숍
휴게음식점,2022-05-31,우주라이크커피 화곡역점,"서울특별시 강서구 화곡로 120, 강서2차 크라운팰리스 101동  1층 101호 (화곡동)",서울특별시 강서구 화곡동 1070-11 강서2차 크라운팰리스 101동 101호,65.96,65.96,0, 070-8749-0215,커피숍
휴게음식점,2022-05-31,카페 허니 힐(Cafe Honey Hill),"서울특별시 강서구 화곡로58길 51, 1층 101호 (화곡동, 오성파크빌)",서울특별시 강서구 화곡동 1131-15 오성파크빌 101호,32.13,32.13,0,02-1111-1111,커피숍
휴게음식점,2022-05-31,attirance 아띠랑스,"서울특별시 강서구 화곡로13길 104, 1층 103호 (화곡동)",서울특별시 강서구 화곡동 1016-36 103호,30,30,0,02-1111-1111,커피숍
휴게음식점,2022-06-02,빙츄르,"서울특별시 강서구 마곡중앙6로 10, 마곡역센트럴푸르지오시티 상가동 1층 119호 (마곡동)",서울특별시 강서구 마곡동 773-1 마곡역센트럴푸르지오시티 1층 상가동 119호,49.54,49.54,0,02-1111-1111,커피숍
휴게음식점,2022-06-03,얍얍커피(yapyap coffee),"서울특별시 강서구 마곡서로 101, 동익드미라벨복합빌딩 1층 126호 (마곡동)",서울특별시 강서구 마곡동 768-2 1층 126호 ,69.92,69.92,0, 070-8648-1270,커피숍
휴게음식점,2022-06-03,카페 딜런,"서울특별시 강서구 강서로74길 40, 1층 101호 (가양동)",서울특별시 강서구 가양동 115-10 1층 101호,52,52,0,02-1111-1111,커피숍
휴게음식점,2022-06-07,텐퍼센트커피 신방화역점,"서울특별시 강서구 초원로16길 3-11, 지하1층 109호 (방화동, 힐스테이트 신방화역)",서울특별시 강서구 방화동 908 힐스테이트 신방화역 지하1층 109호,33.67,33.67,0,  02-6331-1010,커피숍
휴게음식점,2022-06-08,빽다방(마곡수명산점),"서울특별시 강서구 강서로47길 169, 웨스트엔드아트센터 1층 103호 (내발산동)",서울특별시 강서구 내발산동 750-12 웨스트엔드아트센터 103호,41.06,41.06,0, 070-7525-0808,커피숍
휴게음식점,2022-06-10,푸른초장,"서울특별시 강서구 공항대로59다길 147, 염창교회 1층 (염창동)",서울특별시 강서구 염창동 264-30 염창교회 1층 ,33,33,0,02-1111-1111,커피숍
휴게음식점,2022-06-10,르네의 케익,"서울특별시 강서구 화곡로21길 71, 1층 119호 (화곡동, 스위트드림아파트)",서울특별시 강서구 화곡동 1168 스위트드림아파트 119호,13.76,13.76,0,02-1111-1111,커피숍
휴게음식점,2022-06-16,빽다방 강서구청점,"서울특별시 강서구 화곡로 318-1, 1층 (화곡동)",서울특별시 강서구 화곡동 1117-10 1층 ,42.5,42.5,0,02-1111-1111,커피숍
휴게음식점,2022-06-20,버터풀리,"서울특별시 강서구 마곡중앙6로 10, 마곡역센트럴푸르지오시티 1층 103호 (마곡동)",서울특별시 강서구 마곡동 773-1 마곡역센트럴푸르지오시티 1층 103호,22,22,0,02-1111-1111,커피숍
휴게음식점,2022-06-21,카페 아크,"서울특별시 강서구 곰달래로31길 8, 1층 104호 (화곡동)",서울특별시 강서구 화곡동 872-22 1층 104호,34.65,34.65,0,02-1111-1111,커피숍
휴게음식점,2022-06-21,픽업 커피,"서울특별시 강서구 까치산로 71, 1층 (화곡동)",서울특별시 강서구 화곡동 24-552 1층 ,75.9,75.9,0,02-1111-1111,커피숍
휴게음식점,2022-06-21,뿌루밀리 까치산역점,"서울특별시 강서구 강서로 39, 1층 (화곡동)",서울특별시 강서구 화곡동 343-57 1층 ,26.5,26.5,0,  02-2065-7707,커피숍
휴게음식점,2022-06-22,오트 앤 아이보리,"서울특별시 강서구 마곡중앙로 161-1, 마곡나루역캐슬파크 1층 112호 (마곡동)",서울특별시 강서구 마곡동 760-2 마곡나루역캐슬파크 1층 112호,30.5,30.5,0,02-1111-1111,커피숍
휴게음식점,2022-06-30,컾 강서점,"서울특별시 강서구 곰달래로 231, 1층 (화곡동)",서울특별시 강서구 화곡동 839-12 1층 ,45,45,0,02-1111-1111,커피숍
휴게음식점,2022-07-01,세 주르(Ce Jour),"서울특별시 강서구 강서로18다길 28, 1층 좌측호 (화곡동)",서울특별시 강서구 화곡동 332-20 1층 좌측호 ,48.6,48.6,0,02-1111-1111,커피숍
