주차장명,주차면수,연월일,입차대수,출차대수,피크시간
신월4동,53,2022-01-03,26,6,18
장안2동,80,2022-01-03,42,42,15
웃우물,79,2022-01-03,71,69,15
잠실역,346,2022-01-04,598,609,14
구로디지털단지역,92,2022-01-04,185,182,19
개화산역,322,2022-01-04,333,334,12
수서역북,553,2022-01-04,677,674,10
수서역남,18,2022-01-04,30,32,16
복정역,322,2022-01-04,336,339,15
한강진역,176,2022-01-04,325,320,16
수락산역,157,2022-01-04,232,233,14
화랑대역,319,2022-01-04,307,315,11
서울글로벌센터,38,2022-01-04,73,77,14
구파발역,399,2022-01-04,626,634,15
신설동,79,2022-01-04,142,141,14
영등포구청역,137,2022-01-04,217,69,14
적선노외,30,2022-01-04,165,90,15
도봉산역,364,2022-01-04,368,378,12
학여울역,180,2022-01-04,126,123,16
사당노외,184,2022-01-04,347,346,16
종묘,1617,2022-01-04,1358,1360,15
천왕역,328,2022-01-04,376,378,13
개화역,483,2022-01-04,303,306,16
마포유수지,505,2022-01-04,744,758,13
세종로,1260,2022-01-04,478,485,13
신대방역,60,2022-01-04,146,148,17
동대문,1092,2022-01-04,1592,1640,0
천호역,1432,2022-01-04,1630,1662,12
용산주차빌딩,561,2022-01-04,433,436,18
신천유수지,214,2022-01-04,227,234,15
신방화역,199,2022-01-04,200,202,17
훈련원공원,873,2022-01-04,948,944,14
가양라이품,38,2022-01-04,36,38,14
남산예장,40,2022-01-04,176,175,12
장안1동,74,2022-01-04,65,67,19
신월4동,53,2022-01-04,24,0,7
장안2동,80,2022-01-04,49,44,12
웃우물,79,2022-01-04,52,54,10
잠실역,346,2022-01-05,660,646,15
구로디지털단지역,92,2022-01-05,161,166,20
개화산역,322,2022-01-05,335,333,15
수서역북,553,2022-01-05,677,678,12
수서역남,18,2022-01-05,29,29,8
복정역,322,2022-01-05,343,350,15
한강진역,176,2022-01-05,359,374,15
수락산역,157,2022-01-05,242,242,12
화랑대역,319,2022-01-05,309,304,16
서울글로벌센터,38,2022-01-05,60,66,11
구파발역,399,2022-01-05,624,628,15
신설동,79,2022-01-05,222,224,15
영등포구청역,137,2022-01-05,201,67,15
적선노외,30,2022-01-05,177,91,18
도봉산역,364,2022-01-05,398,392,15
학여울역,180,2022-01-05,114,123,13
사당노외,184,2022-01-05,360,354,18
종묘,1617,2022-01-05,1403,1402,13
천왕역,328,2022-01-05,367,375,15
개화역,483,2022-01-05,318,319,13
마포유수지,505,2022-01-05,746,757,12
세종로,1260,2022-01-05,523,523,13
신대방역,60,2022-01-05,134,133,15
동대문,1092,2022-01-05,1506,1528,0
천호역,1432,2022-01-05,1638,1656,12
용산주차빌딩,561,2022-01-05,443,437,17
신천유수지,214,2022-01-05,207,208,15
신방화역,199,2022-01-05,194,200,13
훈련원공원,873,2022-01-05,963,960,15
가양라이품,38,2022-01-05,29,31,14
남산예장,40,2022-01-05,189,188,16
장안1동,74,2022-01-05,60,64,4
신월4동,53,2022-01-05,26,2,12
장안2동,80,2022-01-05,47,54,15
웃우물,79,2022-01-05,65,67,12
잠실역,346,2022-01-06,605,627,12
구로디지털단지역,92,2022-01-06,133,139,20
개화산역,322,2022-01-06,340,344,13
수서역북,553,2022-01-06,643,656,12
수서역남,18,2022-01-06,35,32,9
복정역,322,2022-01-06,363,357,16
한강진역,176,2022-01-06,346,347,13
수락산역,157,2022-01-06,219,218,14
화랑대역,319,2022-01-06,325,313,14
서울글로벌센터,38,2022-01-06,63,67,10
구파발역,399,2022-01-06,621,632,16
신설동,79,2022-01-06,192,195,15
영등포구청역,137,2022-01-06,178,54,16
적선노외,30,2022-01-06,170,89,14
도봉산역,364,2022-01-06,388,390,12
학여울역,180,2022-01-06,133,125,14
사당노외,184,2022-01-06,346,345,20
종묘,1617,2022-01-06,1456,1466,15
천왕역,328,2022-01-06,363,351,14
개화역,483,2022-01-06,289,290,16
마포유수지,505,2022-01-06,775,779,12
세종로,1260,2022-01-06,737,753,20
신대방역,60,2022-01-06,154,153,17
동대문,1092,2022-01-06,1531,1538,0
천호역,1432,2022-01-06,1642,1630,15
용산주차빌딩,561,2022-01-06,405,404,17
신천유수지,214,2022-01-06,205,206,15
신방화역,199,2022-01-06,211,212,11
훈련원공원,873,2022-01-06,985,991,13
가양라이품,38,2022-01-06,37,37,16
남산예장,40,2022-01-06,199,199,12
장안1동,74,2022-01-06,66,63,19
신월4동,53,2022-01-06,22,1,19
장안2동,80,2022-01-06,55,52,12
웃우물,79,2022-01-06,55,54,10
잠실역,346,2022-01-07,650,647,12
구로디지털단지역,92,2022-01-07,154,159,20
개화산역,322,2022-01-07,343,338,13
수서역북,553,2022-01-07,602,625,11
수서역남,18,2022-01-07,43,39,13
복정역,322,2022-01-07,370,392,11
한강진역,176,2022-01-07,389,401,13
수락산역,157,2022-01-07,196,198,15
화랑대역,319,2022-01-07,310,319,12
서울글로벌센터,38,2022-01-07,53,58,11
구파발역,399,2022-01-07,653,664,15
신설동,79,2022-01-07,187,186,16
영등포구청역,137,2022-01-07,199,78,12
적선노외,30,2022-01-07,141,78,14
도봉산역,364,2022-01-07,388,376,15
학여울역,180,2022-01-07,118,125,12
사당노외,184,2022-01-07,355,375,17
종묘,1617,2022-01-07,1501,1518,14
천왕역,328,2022-01-07,336,347,12
개화역,483,2022-01-07,306,301,16
마포유수지,505,2022-01-07,805,820,12
세종로,1260,2022-01-07,613,633,20
신대방역,60,2022-01-07,169,175,17
동대문,1092,2022-01-07,1550,1559,0
천호역,1432,2022-01-07,1692,1730,13
용산주차빌딩,561,2022-01-07,404,428,13
신천유수지,214,2022-01-07,221,221,15
신방화역,199,2022-01-07,216,220,17
훈련원공원,873,2022-01-07,948,955,13
가양라이품,38,2022-01-07,33,32,15
남산예장,40,2022-01-07,180,178,13
장안1동,74,2022-01-07,63,65,18
신월4동,53,2022-01-07,22,0,7
장안2동,80,2022-01-07,45,50,10
웃우물,79,2022-01-07,68,66,11
잠실역,346,2022-01-08,854,858,18
구로디지털단지역,92,2022-01-08,178,179,19
개화산역,322,2022-01-08,169,169,15
수서역북,553,2022-01-08,257,272,3
수서역남,18,2022-01-08,29,31,12
복정역,322,2022-01-08,144,171,17
한강진역,176,2022-01-08,562,576,17
수락산역,157,2022-01-08,157,159,13
화랑대역,319,2022-01-08,139,150,14
서울글로벌센터,38,2022-01-08,13,11,15
구파발역,399,2022-01-08,447,453,14
신설동,79,2022-01-08,218,228,15
영등포구청역,137,2022-01-08,96,37,11
적선노외,30,2022-01-08,114,66,16
도봉산역,364,2022-01-08,274,280,13
학여울역,180,2022-01-08,74,78,13
사당노외,184,2022-01-08,273,276,19
종묘,1617,2022-01-08,1453,1488,14
천왕역,328,2022-01-08,214,225,13
개화역,483,2022-01-08,96,100,13
마포유수지,505,2022-01-08,566,587,19
세종로,1260,2022-01-08,607,610,19
신대방역,60,2022-01-08,183,180,18
동대문,1092,2022-01-08,478,1232,1
천호역,1432,2022-01-08,1722,1749,14
용산주차빌딩,561,2022-01-08,119,129,17
신천유수지,214,2022-01-08,112,122,17
신방화역,199,2022-01-08,130,141,13
훈련원공원,873,2022-01-08,382,411,13
가양라이품,38,2022-01-08,30,32,19
남산예장,40,2022-01-08,165,164,7
장안1동,74,2022-01-08,50,52,9
신월4동,53,2022-01-08,12,0,13
장안2동,80,2022-01-08,32,31,10
웃우물,79,2022-01-08,49,54,11
잠실역,346,2022-01-09,692,702,16
구로디지털단지역,92,2022-01-09,120,121,19
개화산역,322,2022-01-09,108,106,7
수서역북,553,2022-01-09,181,178,0
수서역남,18,2022-01-09,19,18,12
복정역,322,2022-01-09,144,136,18
한강진역,176,2022-01-09,576,570,16
수락산역,157,2022-01-09,117,118,12
화랑대역,319,2022-01-09,83,91,16
서울글로벌센터,38,2022-01-09,8,7,17
구파발역,399,2022-01-09,240,245,15
신설동,79,2022-01-09,233,230,16
영등포구청역,137,2022-01-09,70,17,13
적선노외,30,2022-01-09,94,45,16
도봉산역,364,2022-01-09,181,199,14
학여울역,180,2022-01-09,61,56,11
사당노외,184,2022-01-09,248,248,14
종묘,1617,2022-01-09,870,863,16
천왕역,328,2022-01-09,111,100,18
개화역,483,2022-01-09,72,80,13
마포유수지,505,2022-01-09,268,282,19
세종로,1260,2022-01-09,618,628,18
신대방역,60,2022-01-09,113,116,17
동대문,1092,2022-01-09,1031,445,0
천호역,1432,2022-01-09,1032,1061,17
용산주차빌딩,561,2022-01-09,56,55,0
신천유수지,214,2022-01-09,81,77,14
신방화역,199,2022-01-09,108,114,12
훈련원공원,873,2022-01-09,124,117,17
가양라이품,38,2022-01-09,9,8,12
남산예장,40,2022-01-09,147,147,12
장안1동,74,2022-01-09,42,35,23
신월4동,53,2022-01-09,13,0,11
장안2동,80,2022-01-09,27,24,6
웃우물,79,2022-01-09,27,24,3
잠실역,346,2022-01-10,614,611,15
구로디지털단지역,92,2022-01-10,154,151,19
개화산역,322,2022-01-10,364,370,16
수서역북,553,2022-01-10,652,633,12
수서역남,18,2022-01-10,39,31,9
복정역,322,2022-01-10,362,341,16
한강진역,176,2022-01-10,353,357,15
수락산역,157,2022-01-10,218,221,15
화랑대역,319,2022-01-10,317,316,13
서울글로벌센터,38,2022-01-10,63,71,14
구파발역,399,2022-01-10,609,603,15
신설동,79,2022-01-10,197,201,15
영등포구청역,137,2022-01-10,211,74,12
적선노외,30,2022-01-10,193,86,16
도봉산역,364,2022-01-10,401,386,15
학여울역,180,2022-01-10,117,117,14
사당노외,184,2022-01-10,346,349,19
종묘,1617,2022-01-10,1494,1475,14
천왕역,328,2022-01-10,376,369,12
개화역,483,2022-01-10,338,344,15
마포유수지,505,2022-01-10,739,723,13
세종로,1260,2022-01-10,473,437,13
신대방역,60,2022-01-10,111,115,15
동대문,1092,2022-01-10,1606,1428,0
천호역,1432,2022-01-10,1688,1657,12
용산주차빌딩,561,2022-01-10,436,420,17
신천유수지,214,2022-01-10,221,224,12
신방화역,199,2022-01-10,226,224,16
훈련원공원,873,2022-01-10,994,999,14
가양라이품,38,2022-01-10,29,29,11
남산예장,40,2022-01-10,168,160,12
장안1동,74,2022-01-10,51,61,4
신월4동,53,2022-01-10,38,3,18
장안2동,80,2022-01-10,43,43,15
웃우물,79,2022-01-10,70,69,11
잠실역,346,2022-01-11,609,610,15
구로디지털단지역,92,2022-01-11,142,153,20
개화산역,322,2022-01-11,338,335,14
수서역북,553,2022-01-11,588,603,12
수서역남,18,2022-01-11,34,33,10
복정역,322,2022-01-11,304,316,16
한강진역,176,2022-01-11,337,341,13
수락산역,157,2022-01-11,218,224,17
화랑대역,319,2022-01-11,313,314,15
서울글로벌센터,38,2022-01-11,77,82,14
구파발역,399,2022-01-11,642,638,14
신설동,79,2022-01-11,153,161,14
영등포구청역,137,2022-01-11,174,53,14
적선노외,30,2022-01-11,192,98,17
도봉산역,364,2022-01-11,397,390,13
학여울역,180,2022-01-11,118,119,11
사당노외,184,2022-01-11,342,350,20
종묘,1617,2022-01-11,1405,1432,14
천왕역,328,2022-01-11,345,349,16
개화역,483,2022-01-11,311,312,13
마포유수지,505,2022-01-11,757,770,13
세종로,1260,2022-01-11,657,685,18
신대방역,60,2022-01-11,120,120,15
동대문,1092,2022-01-11,1476,1539,1
천호역,1432,2022-01-11,1616,1663,11
용산주차빌딩,561,2022-01-11,414,419,16
신천유수지,214,2022-01-11,210,205,14
신방화역,199,2022-01-11,196,193,12
훈련원공원,873,2022-01-11,988,981,13
가양라이품,38,2022-01-11,39,39,11
남산예장,40,2022-01-11,181,181,12
장안1동,74,2022-01-11,73,78,17
신월4동,53,2022-01-11,27,1,9
장안2동,80,2022-01-11,55,54,13
웃우물,79,2022-01-11,43,47,11
잠실역,346,2022-01-12,672,676,14
구로디지털단지역,92,2022-01-12,143,145,20
개화산역,322,2022-01-12,353,345,16
수서역북,553,2022-01-12,677,681,13
수서역남,18,2022-01-12,42,36,15
복정역,322,2022-01-12,333,328,15
한강진역,176,2022-01-12,371,363,14
수락산역,157,2022-01-12,214,215,13
화랑대역,319,2022-01-12,310,319,14
서울글로벌센터,38,2022-01-12,63,66,13
구파발역,399,2022-01-12,609,614,16
신설동,79,2022-01-12,222,213,14
영등포구청역,137,2022-01-12,190,41,14
적선노외,30,2022-01-12,215,102,15
도봉산역,364,2022-01-12,392,386,14
학여울역,180,2022-01-12,135,129,13
사당노외,184,2022-01-12,372,381,19
종묘,1617,2022-01-12,1387,1402,13
천왕역,328,2022-01-12,348,346,14
개화역,483,2022-01-12,306,305,15
마포유수지,505,2022-01-12,833,850,13
세종로,1260,2022-01-12,556,554,14
신대방역,60,2022-01-12,156,152,16
동대문,1092,2022-01-12,1437,1475,0
천호역,1432,2022-01-12,1719,1726,14
용산주차빌딩,561,2022-01-12,434,422,17
신천유수지,214,2022-01-12,226,234,15
신방화역,199,2022-01-12,222,235,13
훈련원공원,873,2022-01-12,934,947,13
가양라이품,38,2022-01-12,33,34,14
남산예장,40,2022-01-12,182,182,11
장안1동,74,2022-01-12,57,59,17
신월4동,53,2022-01-12,33,2,23
장안2동,80,2022-01-12,52,53,16
웃우물,79,2022-01-12,64,60,11
잠실역,346,2022-01-13,573,578,14
구로디지털단지역,92,2022-01-13,155,166,19
개화산역,322,2022-01-13,364,358,15
수서역북,553,2022-01-13,649,669,13
수서역남,18,2022-01-13,36,33,16
복정역,322,2022-01-13,355,362,15
한강진역,176,2022-01-13,336,353,14
수락산역,157,2022-01-13,228,218,15
화랑대역,319,2022-01-13,314,308,15
서울글로벌센터,38,2022-01-13,73,79,13
구파발역,399,2022-01-13,633,639,16
신설동,79,2022-01-13,223,230,14
영등포구청역,137,2022-01-13,178,54,14
적선노외,30,2022-01-13,219,107,18
도봉산역,364,2022-01-13,404,396,13
학여울역,180,2022-01-13,112,114,14
사당노외,184,2022-01-13,364,368,20
종묘,1617,2022-01-13,1411,1409,13
천왕역,328,2022-01-13,365,366,13
개화역,483,2022-01-13,312,311,15
마포유수지,505,2022-01-13,776,804,13
세종로,1260,2022-01-13,604,617,14
신대방역,60,2022-01-13,123,128,20
동대문,1092,2022-01-13,1442,1478,1
천호역,1432,2022-01-13,1648,1679,16
용산주차빌딩,561,2022-01-13,435,448,17
신천유수지,214,2022-01-13,214,216,11
신방화역,199,2022-01-13,206,209,11
훈련원공원,873,2022-01-13,972,969,13
가양라이품,38,2022-01-13,33,32,13
남산예장,40,2022-01-13,194,6,5
장안1동,74,2022-01-13,79,76,18
신월4동,53,2022-01-13,29,5,9
장안2동,80,2022-01-13,44,43,12
웃우물,79,2022-01-13,66,69,12
잠실역,346,2022-01-14,675,675,14
구로디지털단지역,92,2022-01-14,186,173,20
개화산역,322,2022-01-14,322,326,15
수서역북,553,2022-01-14,628,634,12
수서역남,18,2022-01-14,40,39,16
복정역,322,2022-01-14,360,349,15
한강진역,176,2022-01-14,377,379,15
수락산역,157,2022-01-14,207,208,14
화랑대역,319,2022-01-14,295,304,13
서울글로벌센터,38,2022-01-14,76,76,14
구파발역,399,2022-01-14,646,651,12
신설동,79,2022-01-14,212,210,15
영등포구청역,137,2022-01-14,198,69,13
적선노외,30,2022-01-14,187,101,18
도봉산역,364,2022-01-14,367,373,11
학여울역,180,2022-01-14,118,129,13
사당노외,184,2022-01-14,365,376,20
종묘,1617,2022-01-14,1529,1562,14
천왕역,328,2022-01-14,356,359,13
개화역,483,2022-01-14,300,285,16
마포유수지,505,2022-01-14,810,828,12
세종로,1260,2022-01-14,620,629,15
신대방역,60,2022-01-14,161,161,20
동대문,1092,2022-01-14,1485,1485,0
천호역,1432,2022-01-14,1679,1726,15
용산주차빌딩,561,2022-01-14,408,427,17
신천유수지,214,2022-01-14,209,215,12
신방화역,199,2022-01-14,219,232,11
훈련원공원,873,2022-01-14,928,921,13
가양라이품,38,2022-01-14,28,30,15
남산예장,40,2022-01-14,171,0,17
장안1동,74,2022-01-14,70,71,6
신월4동,53,2022-01-14,31,5,17
장안2동,80,2022-01-14,44,47,13
웃우물,79,2022-01-14,62,63,11
잠실역,346,2022-01-15,802,806,16
구로디지털단지역,92,2022-01-15,153,159,16
개화산역,322,2022-01-15,160,161,14
수서역북,553,2022-01-15,249,259,9
수서역남,18,2022-01-15,34,34,13
복정역,322,2022-01-15,157,187,14
한강진역,176,2022-01-15,539,544,18
수락산역,157,2022-01-15,163,167,13
화랑대역,319,2022-01-15,124,123,16
서울글로벌센터,38,2022-01-15,4,4,13
구파발역,399,2022-01-15,403,417,13
신설동,79,2022-01-15,228,236,15
영등포구청역,137,2022-01-15,100,57,13
적선노외,30,2022-01-15,141,69,16
도봉산역,364,2022-01-15,262,265,14
학여울역,180,2022-01-15,265,267,16
사당노외,184,2022-01-15,302,300,19
종묘,1617,2022-01-15,1407,1444,15
천왕역,328,2022-01-15,145,160,13
개화역,483,2022-01-15,89,90,16
마포유수지,505,2022-01-15,579,594,19
세종로,1260,2022-01-15,819,845,18
신대방역,60,2022-01-15,167,165,20
동대문,1092,2022-01-15,471,1198,1
천호역,1432,2022-01-15,1498,1521,13
용산주차빌딩,561,2022-01-15,108,121,16
신천유수지,214,2022-01-15,80,83,16
신방화역,199,2022-01-15,120,130,10
훈련원공원,873,2022-01-15,338,383,13
가양라이품,38,2022-01-15,9,8,14
남산예장,40,2022-01-15,158,0,18
장안1동,74,2022-01-15,53,55,4
신월4동,53,2022-01-15,15,0,13
장안2동,80,2022-01-15,36,38,10
웃우물,79,2022-01-15,51,53,10
잠실역,346,2022-01-16,757,765,17
구로디지털단지역,92,2022-01-16,143,138,16
개화산역,322,2022-01-16,120,115,14
수서역북,553,2022-01-16,203,219,4
수서역남,18,2022-01-16,23,23,16
복정역,322,2022-01-16,127,131,17
한강진역,176,2022-01-16,567,572,17
수락산역,157,2022-01-16,100,105,12
화랑대역,319,2022-01-16,91,97,14
서울글로벌센터,38,2022-01-16,0,1,7
구파발역,399,2022-01-16,193,194,15
신설동,79,2022-01-16,218,218,16
영등포구청역,137,2022-01-16,71,26,12
적선노외,30,2022-01-16,130,58,13
도봉산역,364,2022-01-16,202,207,13
학여울역,180,2022-01-16,385,388,15
사당노외,184,2022-01-16,229,228,19
종묘,1617,2022-01-16,834,839,15
천왕역,328,2022-01-16,106,104,12
개화역,483,2022-01-16,60,80,16
마포유수지,505,2022-01-16,280,291,14
세종로,1260,2022-01-16,769,773,15
신대방역,60,2022-01-16,115,121,12
동대문,1092,2022-01-16,970,401,0
천호역,1432,2022-01-16,1372,1380,14
용산주차빌딩,561,2022-01-16,53,49,0
신천유수지,214,2022-01-16,71,72,17
신방화역,199,2022-01-16,123,115,0
훈련원공원,873,2022-01-16,133,130,17
가양라이품,38,2022-01-16,10,9,13
남산예장,40,2022-01-16,147,0,7
장안1동,74,2022-01-16,46,31,0
신월4동,53,2022-01-16,13,0,23
장안2동,80,2022-01-16,27,24,23
웃우물,79,2022-01-16,31,27,23
잠실역,346,2022-01-17,600,600,14
구로디지털단지역,92,2022-01-17,132,137,20
개화산역,322,2022-01-17,339,335,14
수서역북,553,2022-01-17,638,629,12
수서역남,18,2022-01-17,29,34,13
복정역,322,2022-01-17,351,338,15
한강진역,176,2022-01-17,292,297,14
수락산역,157,2022-01-17,215,214,11
화랑대역,319,2022-01-17,309,304,12
서울글로벌센터,38,2022-01-17,62,63,15
구파발역,399,2022-01-17,676,674,12
신설동,79,2022-01-17,177,178,14
영등포구청역,137,2022-01-17,216,77,14
적선노외,30,2022-01-17,174,106,15
도봉산역,364,2022-01-17,396,363,13
학여울역,180,2022-01-17,116,111,13
사당노외,184,2022-01-17,365,365,19
종묘,1617,2022-01-17,1441,1375,14
천왕역,328,2022-01-17,379,366,13
개화역,483,2022-01-17,321,316,13
마포유수지,505,2022-01-17,712,711,13
세종로,1260,2022-01-17,453,446,13
신대방역,60,2022-01-17,122,124,17
동대문,1092,2022-01-17,1491,1314,0
천호역,1432,2022-01-17,1701,1667,12
용산주차빌딩,561,2022-01-17,451,413,14
신천유수지,214,2022-01-17,208,205,16
신방화역,199,2022-01-17,204,203,16
훈련원공원,873,2022-01-17,972,939,13
가양라이품,38,2022-01-17,35,36,15
남산예장,40,2022-01-17,175,0,12
장안1동,74,2022-01-17,68,85,3
신월4동,53,2022-01-17,21,1,16
장안2동,80,2022-01-17,43,44,9
웃우물,79,2022-01-17,59,58,16
잠실역,346,2022-01-18,576,575,14
구로디지털단지역,92,2022-01-18,151,166,19
개화산역,322,2022-01-18,366,358,14
수서역북,553,2022-01-18,607,620,12
